Order ID,Date,Customer ID,Product,Category,Region,Quantity,Price,Total Revenue
O101295,2024-11-11,C1101,Perfume,Beauty,South,2,95.53,191.06
O101296,2024-04-28,C1438,Yoga Mat,Sports,South,1,862.22,862.22
O101297,2024-01-18,C1423,Air Purifier,Home,East,5,220.35,1101.75
O101298,2024-09-15,C2051,Moisturizer,Beauty,North,1,15.1,15.1
O101299,2022-01-21,C1970,Smartphone,Electronics,South,1,282.04,282.04
O101300,2022-10-30,C1017,Microwave,Home,South,1,191.84,191.84
O101301,2024-05-18,C1625,T-Shirt,Clothing,East,3,74.02,222.06
O101302,2022-03-25,C1771,Moisturizer,Beauty,East,1,7.06,7.06
O101303,2023-07-24,C1516,Lipstick,Beauty,South,1,72.81,72.81
O101304,2024-07-22,C1618,Lipstick,Beauty,Central,2,59.17,118.34
O101305,2024-10-05,C1813,Bicycle,Sports,Central,2,84.64,169.28
O101306,2024-03-03,C1015,Smartwatch,Electronics,Central,1,792.66,792.66
O101307,2024-03-02,C2149,Sneakers,Clothing,Central,1,133.43,133.43
O101308,2023-05-07,C1578,Bicycle,Sports,East,1,204.62,204.62
O101309,2022-07-27,C1986,Smartwatch,Electronics,North,1,297.55,297.55
O101310,2024-12-19,C1566,Jacket,Clothing,East,1,31.0,31.0
O101311,2023-03-06,C1534,T-Shirt,Clothing,East,1,8.65,8.65
O101312,2024-09-11,C1307,Mixer,Home,Central,2,653.98,1307.96
O101313,2023-06-04,C1116,Air Purifier,Home,Central,3,128.23,384.69
O101314,2023-08-14,C1654,Perfume,Beauty,South,3,81.66,244.98
O101315,2024-11-16,C2018,Smartphone,Electronics,East,1,726.02,726.02
O101316,2022-07-18,C1857,T-Shirt,Clothing,West,1,118.76,118.76
O101317,2023-01-22,C1072,Perfume,Beauty,Central,2,63.94,127.88
O101318,2022-12-15,C1388,Yoga Mat,Sports,East,4,997.93,3991.72
O101319,2024-08-17,C2094,Air Purifier,Home,West,1,567.67,567.67
O101320,2023-11-24,C2038,Sneakers,Clothing,East,1,7.94,7.94
O101321,2023-01-13,C2143,Microwave,Home,South,1,425.55,425.55
O101322,2024-06-17,C1199,Jeans,Clothing,West,1,23.08,23.08
O101323,2024-07-04,C1529,Vacuum Cleaner,Home,Central,5,618.48,3092.4
O101324,2023-06-11,C1687,Microwave,Home,North,2,613.89,1227.78
O101325,2024-01-04,C1727,Air Purifier,Home,South,5,504.67,2523.35
O101326,2022-07-25,C1861,Jeans,Clothing,East,2,97.79,195.58
O101327,2023-03-31,C1533,Sneakers,Clothing,Central,3,142.14,426.42
O101328,2023-06-05,C1949,Jeans,Clothing,North,1,60.31,60.31
O101329,2024-10-13,C1109,Shampoo,Beauty,Central,1,23.11,23.11
O101330,2024-08-13,C1145,Yoga Mat,Sports,West,1,135.42,135.42
O101331,2023-12-27,C2024,Mixer,Home,North,1,292.64,292.64
O101332,2024-10-10,C2085,Perfume,Beauty,East,1,86.27,86.27
O101333,2023-05-16,C1110,Moisturizer,Beauty,South,1,81.69,81.69
O101334,2022-04-27,C1410,Vacuum Cleaner,Home,East,3,460.14,1380.42
O101335,2023-01-21,C2166,Moisturizer,Beauty,West,1,15.99,15.99
O101336,2023-08-07,C1647,Vacuum Cleaner,Home,South,1,360.07,360.07
O101337,2023-01-30,C1998,Headphones,Electronics,East,1,892.81,892.81
O101338,2024-12-23,C1641,Microwave,Home,North,1,249.14,249.14
O101339,2023-12-22,C1925,Smartphone,Electronics,East,1,569.47,569.47
O101340,2022-03-13,C1345,Mixer,Home,Central,1,473.35,473.35
O101341,2022-10-01,C2002,Microwave,Home,North,1,126.19,126.19
O101342,2022-12-04,C1888,Vacuum Cleaner,Home,West,3,39.57,118.71
O101343,2023-08-30,C1878,Perfume,Beauty,West,1,8.28,8.28
O101344,2022-06-15,C1009,Perfume,Beauty,North,1,105.02,105.02
O101345,2022-01-11,C1408,Dumbbells,Sports,East,4,529.2,2116.8
O101346,2023-12-30,C1659,Smartphone,Electronics,Central,1,1267.79,1267.79
O101347,2024-03-11,C1036,Mixer,Home,North,2,617.18,1234.36
O101348,2022-04-12,C1463,Air Purifier,Home,East,3,297.98,893.94
O101349,2024-02-18,C1264,Jeans,Clothing,North,1,73.22,73.22
O101350,2022-08-02,C2030,Perfume,Beauty,Central,2,119.97,239.94
O101351,2023-02-05,C1342,Jeans,Clothing,North,1,57.46,57.46
O101352,2023-08-11,C1610,Laptop,Electronics,East,1,976.64,976.64
O101353,2024-06-07,C2065,Lipstick,Beauty,Central,4,79.14,316.56
O101354,2024-12-05,C1691,Treadmill,Sports,West,1,1036.94,1036.94
O101355,2023-08-15,C1701,Vacuum Cleaner,Home,West,1,78.4,78.4
O101356,2022-04-02,C1385,Sneakers,Clothing,South,1,104.94,104.94
O101357,2023-11-04,C1039,Perfume,Beauty,South,1,65.96,65.96
O101358,2023-12-15,C1268,Air Purifier,Home,South,1,256.2,256.2
O101359,2024-07-24,C2033,Smartphone,Electronics,South,1,800.32,800.32
O101360,2022-08-30,C1750,Smartwatch,Electronics,North,1,576.96,576.96
O101361,2022-01-02,C1523,Perfume,Beauty,Central,1,71.69,71.69
O101362,2022-08-13,C1099,Bicycle,Sports,Central,1,997.31,997.31
O101363,2024-03-11,C1221,Laptop,Electronics,North,1,1039.16,1039.16
O101364,2023-08-12,C1237,Laptop,Electronics,West,1,508.08,508.08
O101365,2022-04-26,C1778,Lipstick,Beauty,North,2,114.88,229.76
O101366,2024-07-06,C1517,Dumbbells,Sports,West,1,1163.77,1163.77
O101367,2022-07-13,C1420,Vacuum Cleaner,Home,North,1,165.21,165.21
O101368,2024-05-20,C1861,Jeans,Clothing,North,1,88.76,88.76
O101369,2022-03-31,C1552,Treadmill,Sports,Central,2,337.79,675.58
O101370,2022-05-02,C1280,Bicycle,Sports,West,1,446.72,446.72
O101371,2022-05-23,C2047,Smartwatch,Electronics,Central,2,1289.98,2579.96
O101372,2024-09-20,C1578,Smartwatch,Electronics,North,2,598.91,1197.82
O101373,2022-04-16,C2019,Smartwatch,Electronics,South,1,1291.09,1291.09
O101374,2024-06-05,C1409,Bicycle,Sports,East,1,89.1,89.1
O101375,2023-03-04,C1413,Treadmill,Sports,East,1,632.72,632.72
O101376,2022-11-13,C1604,Moisturizer,Beauty,South,2,119.66,239.32
O101377,2023-09-27,C2122,Laptop,Electronics,West,4,1165.79,4663.16
O101378,2022-01-09,C1984,,Home,East,1,713.55,713.55
O101379,2024-02-13,C1005,Air Purifier,Home,North,1,157.81,157.81
O101380,2022-08-11,C1226,Headphones,Electronics,Central,1,629.58,629.58
O101381,2023-07-07,C1305,Shampoo,Beauty,North,3,76.76,230.28
O101382,2023-12-17,C1153,Treadmill,Sports,North,2,508.71,1017.42
O101383,2022-04-21,C1473,T-Shirt,Clothing,West,1,43.91,43.91
O101384,2022-09-08,C1540,Jeans,Clothing,West,3,5.23,15.69
O101385,2023-01-18,C1204,Laptop,Electronics,South,1,142.53,142.53
O101386,2022-01-07,C1595,Laptop,Electronics,East,1,164.76,164.76
O101387,2023-04-04,C1872,Jacket,Clothing,North,1,77.09,77.09
O101388,2022-07-27,C1093,Smartwatch,Electronics,North,1,368.57,368.57
O101389,2024-06-18,C1349,Vacuum Cleaner,Home,East,1,590.33,590.33
O101390,2022-01-22,C1896,Sneakers,Clothing,Central,1,15.41,15.41
O101391,2023-02-14,C1190,T-Shirt,Clothing,East,1,12.69,12.69
O101392,2024-06-13,C1374,Jacket,Clothing,North,1,42.71,42.71
O101393,2023-05-30,C1819,Perfume,Beauty,West,5,33.58,167.9
O101394,2024-03-19,C1789,T-Shirt,Clothing,West,1,49.91,49.91
O101395,2024-05-23,C1341,Moisturizer,Beauty,North,3,35.58,106.74
O101396,2022-01-14,C1120,Vacuum Cleaner,Home,South,1,519.89,519.89
O101397,2024-08-28,C1852,Smartwatch,Electronics,Central,3,1385.21,4155.63
O101398,2024-09-04,C2165,Shampoo,Beauty,West,1,89.46,89.46
O101399,2024-10-10,C1777,Microwave,Home,East,1,679.4,679.4
O101400,2024-11-01,C1059,Bicycle,Sports,South,1,894.05,894.05
O101401,2022-03-28,C1999,Shampoo,Beauty,North,1,91.79,91.79
O101402,2024-06-27,C1902,Moisturizer,Beauty,North,4,77.73,310.92
O101403,2022-05-02,C1535,Headphones,Electronics,East,1,241.52,241.52
O101404,2024-01-20,C2074,Smartphone,Electronics,Central,4,955.9,3823.6
O101405,2023-11-16,C1458,Yoga Mat,Sports,East,1,123.73,123.73
O101406,2022-11-05,C2071,Treadmill,Sports,Central,1,76.34,76.34
O101407,2023-11-26,C1886,Smartwatch,Electronics,South,1,1370.94,1370.94
O101408,2022-10-15,C1708,Shampoo,Beauty,West,1,82.22,82.22
O101409,2022-11-03,C2143,Vacuum Cleaner,Home,Central,1,632.1,632.1
O101410,2024-07-02,C1023,Laptop,Electronics,South,1,648.72,648.72
O101411,2023-10-24,C1961,Treadmill,Sports,West,1,141.39,141.39
O101412,2023-07-03,C1153,Microwave,Home,West,1,273.71,273.71
O101413,2022-11-08,C1493,Jacket,Clothing,East,2,24.83,49.66
O101414,2024-05-22,C1103,T-Shirt,Clothing,Central,4,7.62,30.48
O101415,2024-12-18,C2127,Air Purifier,Home,West,2,96.55,193.1
O101416,2024-07-12,C1481,Perfume,Beauty,North,4,108.14,432.56
O101417,2024-01-25,C1909,Lipstick,Beauty,Central,1,104.49,104.49
O101418,2022-02-04,C1180,Lipstick,Beauty,West,1,41.97,41.97
O101419,2023-03-21,C1647,Lipstick,Beauty,North,1,19.3,19.3
O101420,2022-04-03,C1036,Shampoo,Beauty,North,1,104.69,104.69
O101421,2022-12-19,C1844,Perfume,Beauty,North,3,74.22,222.66
O101422,2024-06-21,C2124,Dumbbells,Sports,North,1,801.49,801.49
O101423,2024-05-11,C1623,Headphones,Electronics,Central,1,1201.76,1201.76
O101424,2022-06-08,C1423,Dumbbells,Sports,West,4,438.59,1754.36
O101425,2024-08-14,C1744,Jacket,Clothing,North,3,138.82,416.46
O101426,2022-01-24,C1930,Air Purifier,Home,East,2,378.11,756.22
O101427,2023-02-08,C1968,Dumbbells,Sports,East,1,67.59,67.59
O101428,2024-03-15,C1233,Lipstick,Beauty,North,1,51.43,51.43
O101429,2023-05-31,C1004,Air Purifier,Home,East,1,232.9,232.9
O101430,2024-01-02,C1597,Sneakers,Clothing,Central,1,28.6,28.6
O101431,2023-06-16,C1765,Treadmill,Sports,North,1,954.67,954.67
O101432,2024-08-13,C1336,Laptop,Electronics,West,1,250.91,250.91
O101433,2022-06-01,C1838,Vacuum Cleaner,Home,North,1,567.19,567.19
O101434,2024-08-04,C1401,T-Shirt,Clothing,South,1,61.79,61.79
O101435,2023-08-31,C1804,Smartwatch,Electronics,South,1,1456.09,1456.09
O101436,2023-02-24,C1390,Lipstick,Beauty,East,1,48.63,48.63
O101437,2024-05-15,C1848,Smartwatch,Electronics,North,1,907.75,907.75
O101438,2023-08-01,C1252,Yoga Mat,Sports,West,1,220.21,220.21
O101439,2022-12-01,C2032,Lipstick,Beauty,South,1,114.84,114.84
O101440,2024-07-20,C1008,Shampoo,Beauty,Central,2,80.42,160.84
O101441,2022-10-22,C2133,Laptop,Electronics,West,2,278.61,557.22
O101442,2024-01-25,C1989,Yoga Mat,Sports,Central,1,717.85,717.85
O101443,2022-07-05,C2184,Microwave,Home,South,2,658.21,1316.42
O101444,2023-09-29,C1212,Vacuum Cleaner,Home,West,1,681.2,681.2
O101445,2023-06-14,C1659,Bicycle,Sports,Central,4,1163.54,4654.16
O101446,2022-01-21,C1857,Perfume,Beauty,Central,1,44.82,44.82
O101447,2024-06-29,C1560,Air Purifier,Home,West,5,158.63,793.15
O101448,2024-05-16,C1602,Jacket,Clothing,West,1,86.64,86.64
O101449,2024-03-04,C1282,Vacuum Cleaner,Home,West,1,251.92,251.92
O101450,2022-04-10,C2049,Bicycle,Sports,East,1,800.34,800.34
O101451,2024-01-22,C1642,Dumbbells,Sports,Central,1,1158.84,1158.84
O101452,2023-04-23,C1411,Mixer,Home,South,1,639.87,639.87
O101453,2024-07-28,C1595,Bicycle,Sports,East,1,104.23,104.23
O101454,2023-06-10,C1364,Vacuum Cleaner,Home,Central,1,272.23,272.23
O101455,2022-11-30,C1660,Dumbbells,Sports,North,1,1143.64,1143.64
O101456,2022-01-02,C2151,Sneakers,Clothing,West,1,30.33,30.33
O101457,2023-01-10,C2168,Yoga Mat,Sports,West,5,344.04,1720.2
O101458,2022-10-20,C1585,Dumbbells,Sports,West,1,328.93,328.93
O101459,2024-04-16,C2070,Smartphone,Electronics,North,1,1023.06,1023.06
O101460,2024-10-01,C1780,Smartphone,Electronics,South,1,402.13,402.13
O101461,2023-07-07,C1115,Laptop,Electronics,South,1,537.76,537.76
O101462,2022-11-14,C1329,T-Shirt,Clothing,East,2,7.7,15.4
O101463,2023-01-16,C1299,T-Shirt,Clothing,North,2,24.99,49.98
O101464,2022-01-14,C1417,Jeans,Clothing,Central,1,120.64,120.64
O101465,2023-05-19,C1734,Laptop,Electronics,West,1,533.55,533.55
O101466,2022-08-19,C2150,Smartwatch,Electronics,South,1,1131.53,1131.53
O101467,2022-05-10,C1796,Dumbbells,Sports,South,1,789.99,789.99
O101468,2024-04-17,C1589,Treadmill,Sports,North,1,1113.75,1113.75
O101469,2024-06-09,C1793,Perfume,Beauty,West,1,45.92,45.92
O101470,2022-01-28,C2130,Jacket,Clothing,North,1,5.2,5.2
O101471,2022-03-07,C1514,Smartphone,Electronics,South,2,1153.93,2307.86
O101472,2022-09-18,C1907,Bicycle,Sports,South,1,1056.48,1056.48
O101473,2023-04-05,C2119,Sneakers,Clothing,Central,1,96.44,96.44
O101474,2022-10-28,C1396,Mixer,Home,East,1,405.79,405.79
O101475,2024-07-07,C1363,Lipstick,Beauty,North,1,46.25,46.25
O101476,2022-10-14,C1355,Microwave,Home,Central,1,356.13,356.13
O101477,2024-10-30,C1772,Smartwatch,Electronics,North,1,1364.03,1364.03
O101478,2023-09-22,C1571,Moisturizer,Beauty,Central,2,117.79,235.58
O101479,2022-09-27,C1266,T-Shirt,Clothing,South,1,79.16,79.16
O101480,2023-08-15,C1522,Yoga Mat,Sports,North,2,131.65,263.3
O101481,2024-04-23,C1955,Jacket,Clothing,South,5,89.44,447.2
O101482,2024-05-11,C1314,Laptop,Electronics,East,2,991.0,1982.0
O101483,2022-05-13,C1104,Bicycle,Sports,Central,1,961.72,961.72
O101484,2024-08-29,C2004,Jeans,Clothing,Central,1,42.64,42.64
O101485,2023-05-28,C1733,Dumbbells,Sports,North,1,566.02,566.02
O101486,2022-11-09,C2076,Jacket,Clothing,South,1,134.72,134.72
O101487,2023-07-30,C2066,Microwave,Home,North,2,783.4,1566.8
O101488,2024-06-04,C1326,Treadmill,Sports,West,4,671.29,2685.16
O101489,2023-11-18,C2099,Dumbbells,Sports,West,3,610.8,1832.4
O101490,2022-06-14,C1715,Headphones,Electronics,South,1,601.4,601.4
O101491,2022-11-01,C1679,Mixer,Home,East,1,351.96,351.96
O101492,2022-06-05,C1601,Sneakers,Clothing,South,1,85.26,85.26
O101493,2023-09-12,C2086,Bicycle,Sports,West,3,374.14,1122.42
O101494,2024-08-14,C1018,Dumbbells,Sports,North,1,710.42,710.42
O101495,2022-11-30,C1912,Sneakers,Clothing,South,2,99.42,198.84
O101496,2024-08-26,C1499,Bicycle,Sports,North,1,1153.27,1153.27
O101497,2023-05-26,C1781,Jacket,Clothing,North,1,21.25,21.25
O101498,2024-11-09,C1525,Perfume,Beauty,Central,3,59.04,177.12
O101499,2022-10-09,C1050,Jeans,Clothing,Central,4,62.25,249.0
O101500,2024-03-07,C2053,Sneakers,Clothing,Central,5,75.34,376.7
O101501,2024-10-21,C1996,Lipstick,Beauty,North,3,3.96,11.88
O101502,2022-04-29,C1394,Jeans,Clothing,East,4,140.01,560.04
O101503,2024-11-24,C1168,Treadmill,Sports,North,1,25.56,25.56
O101504,2022-07-17,C2101,Microwave,Home,Central,1,533.4,533.4
O101505,2023-04-30,C1134,Smartphone,Electronics,South,1,189.05,189.05
O101506,2024-12-18,C1868,Mixer,Home,North,1,424.58,424.58
O101507,2024-04-16,C2101,Mixer,Home,West,1,56.38,56.38
O101508,2024-10-05,C1314,Headphones,Electronics,North,1,799.59,799.59
O101509,2023-11-22,C1679,Lipstick,Beauty,North,1,20.36,20.36
O101510,2024-11-01,C1150,Headphones,Electronics,North,5,1366.16,6830.8
O101511,2023-05-05,C1515,Microwave,Home,Central,3,790.16,2370.48
O101512,2022-10-03,C2177,Headphones,Electronics,South,1,652.52,652.52
O101513,2023-11-24,C1834,T-Shirt,Clothing,West,1,65.41,65.41
O101514,2022-08-30,C1828,Lipstick,Beauty,West,1,39.2,39.2
O101515,2022-05-06,C1034,Jacket,Clothing,West,1,80.94,80.94
O101516,2022-08-05,C2095,Smartwatch,Electronics,North,1,1206.98,1206.98
O101517,2024-11-28,C1129,Bicycle,Sports,Central,1,358.86,358.86
O101518,2023-05-10,C1148,Laptop,Electronics,East,1,626.68,626.68
O101519,2023-03-03,C1217,Treadmill,Sports,East,1,1097.08,1097.08
O101520,2024-07-07,C1177,Jeans,Clothing,East,1,71.63,71.63
O101521,2022-05-31,C1781,Lipstick,Beauty,West,2,76.42,152.84
O101522,2023-01-19,C1970,Smartphone,Electronics,South,1,1007.41,1007.41
O101523,2022-11-04,C1450,Dumbbells,Sports,South,2,1088.11,2176.22
O101524,2024-01-16,C2117,Perfume,Beauty,East,1,81.86,81.86
O101525,2024-06-10,C1610,Vacuum Cleaner,Home,East,1,521.03,521.03
O101526,2023-01-10,C2133,Smartphone,Electronics,Central,2,1104.11,2208.22
O101527,2024-10-28,C1252,Vacuum Cleaner,Home,North,2,601.9,1203.8
O101528,2022-05-09,C2172,Smartphone,Electronics,Central,1,189.41,189.41
O101529,2024-10-11,C2100,Perfume,Beauty,Central,3,33.24,99.72
O101530,2023-10-31,C1624,Headphones,Electronics,South,1,1253.12,1253.12
O101531,2023-06-01,C1433,Sneakers,Clothing,West,1,106.61,106.61
O101532,2022-03-27,C1291,Treadmill,Sports,South,2,1131.7,2263.4
O101533,2022-11-07,C1452,Microwave,Home,Central,1,510.01,510.01
O101534,2023-03-03,C1397,T-Shirt,Clothing,North,1,35.99,35.99
O101535,2022-04-24,C2161,Microwave,Home,North,1,357.0,357.0
O101536,2022-10-30,C1944,Dumbbells,Sports,Central,1,969.62,969.62
O101537,2024-01-14,C1595,Headphones,Electronics,North,1,1468.4,1468.4
O101538,2023-08-11,C1201,T-Shirt,Clothing,South,1,74.7,74.7
O101539,2024-09-13,C1997,Yoga Mat,Sports,East,1,153.73,153.73
O101540,2022-12-11,C1262,Sneakers,Clothing,South,1,46.7,46.7
O101541,2024-03-24,C1583,Smartwatch,Electronics,Central,1,495.02,495.02
O101542,2024-03-11,C1396,Headphones,Electronics,East,1,1127.7,1127.7
O101543,2024-10-21,C1922,Shampoo,Beauty,East,2,75.24,150.48
O101544,2024-12-12,C1626,Bicycle,Sports,Central,4,582.06,2328.24
O101545,2024-12-28,C2158,Vacuum Cleaner,Home,Central,1,575.07,575.07
O101546,2022-12-27,C1647,Sneakers,Clothing,West,2,33.56,67.12
O101547,2024-10-06,C1009,Microwave,Home,East,1,670.71,670.71
O101548,2023-12-05,C1453,Air Purifier,Home,West,1,194.29,194.29
O101549,2023-07-29,C1736,T-Shirt,Clothing,South,1,112.24,112.24
O101550,2023-11-19,C1982,Jacket,Clothing,West,1,111.81,111.81
O101551,2024-02-20,C1734,Lipstick,Beauty,East,1,97.3,97.3
O101552,2023-08-08,C2129,Shampoo,Beauty,North,1,32.12,32.12
O101553,2023-08-12,C1167,Microwave,Home,East,1,83.99,83.99
O101554,2023-05-04,C2103,Vacuum Cleaner,Home,South,1,230.99,230.99
O101555,2024-08-28,C1156,T-Shirt,Clothing,North,2,136.6,273.2
O101556,2023-05-09,C2038,Smartphone,Electronics,North,1,786.63,786.63
O101557,2022-01-19,C2185,Yoga Mat,Sports,West,1,646.95,646.95
O101558,2023-02-01,C1435,Yoga Mat,Sports,North,1,413.61,413.61
O101559,2024-09-27,C1533,Dumbbells,Sports,Central,2,341.5,683.0
O101560,2024-04-30,C1966,Dumbbells,Sports,South,2,427.98,855.96
O101561,2024-04-01,C1803,Sneakers,Clothing,South,1,51.33,51.33
O101562,2023-03-31,C1595,Yoga Mat,Sports,South,1,528.66,528.66
O101563,2023-12-26,C2026,Lipstick,Beauty,Central,1,4.88,4.88
O101564,2024-12-24,C1812,Headphones,Electronics,East,1,358.9,358.9
O101565,2023-12-12,C1021,Treadmill,Sports,South,4,416.42,1665.68
O101566,2022-05-23,C1339,Bicycle,Sports,Central,1,615.97,615.97
O101567,2024-07-05,C1913,Vacuum Cleaner,Home,South,1,304.42,304.42
O101568,2024-04-07,C2159,Microwave,Home,Central,1,47.82,47.82
O101569,2023-08-28,C1990,Vacuum Cleaner,Home,East,1,402.38,402.38
O101570,2022-11-01,C1448,Laptop,Electronics,West,1,1170.05,1170.05
O101571,2024-01-06,C1128,Air Purifier,Home,East,1,291.03,291.03
O101572,2022-10-18,C1479,Sneakers,Clothing,North,2,85.06,170.12
O101573,2022-04-12,C2060,Mixer,Home,East,1,247.14,247.14
O101574,2024-05-16,C1961,Perfume,Beauty,West,1,64.07,64.07
O101575,2024-08-25,C1081,Laptop,Electronics,East,1,1033.26,1033.26
O101576,2024-08-31,C2067,Smartwatch,Electronics,East,1,221.91,221.91
O101577,2024-04-21,C2185,T-Shirt,Clothing,Central,1,94.94,94.94
O101578,2024-08-19,C1356,Yoga Mat,Sports,West,2,112.87,225.74
O101579,2024-07-30,C1748,Perfume,Beauty,Central,1,39.74,39.74
O101580,2024-10-23,C2058,Headphones,Electronics,East,1,431.54,431.54
O101581,2022-03-26,C1456,Perfume,Beauty,Central,4,38.27,153.08
O101582,2022-11-24,C1722,Perfume,Beauty,East,1,85.24,85.24
O101583,2024-03-26,C1987,Shampoo,Beauty,Central,1,51.75,51.75
O101584,2023-03-30,C2027,Smartphone,Electronics,South,2,847.95,1695.9
O101585,2023-09-21,C1339,Lipstick,Beauty,South,1,71.26,71.26
O101586,2023-10-27,C2053,Headphones,Electronics,East,1,1017.58,1017.58
O101587,2022-01-12,C1307,Mixer,Home,South,1,630.57,630.57
O101588,2022-10-31,C1741,Microwave,Home,Central,1,267.76,267.76
O101589,2024-09-01,C1471,Smartwatch,Electronics,West,2,1217.58,2435.16
O101590,2024-02-22,C1232,Jacket,Clothing,West,1,56.08,56.08
O101591,2022-02-12,C1981,Shampoo,Beauty,South,1,68.5,68.5
O101592,2024-08-01,C1330,Yoga Mat,Sports,West,1,108.37,108.37
O101593,2022-12-09,C1499,Smartphone,Electronics,North,1,359.58,359.58
O101594,2023-05-13,C2174,Vacuum Cleaner,Home,Central,1,794.03,794.03
O101595,2022-12-30,C1275,Microwave,Home,Central,1,77.2,77.2
O101596,2024-06-09,C2172,Laptop,Electronics,South,1,795.3,795.3
O101597,2023-03-03,C1340,Laptop,Electronics,East,1,1388.38,1388.38
O101598,2024-10-01,C2058,Microwave,Home,West,1,795.81,795.81
O101599,2022-01-21,C2154,Bicycle,Sports,North,1,733.47,733.47
O101600,2023-02-11,C1175,Jeans,Clothing,South,1,70.86,70.86
O101601,2023-09-11,C1965,Lipstick,Beauty,West,2,100.76,201.52
O101602,2024-10-11,C1449,Microwave,Home,West,1,664.62,664.62
O101603,2022-12-02,C1292,Bicycle,Sports,Central,1,1000.89,1000.89
O101604,2023-02-03,C2046,Microwave,Home,East,1,378.07,378.07
O101605,2024-03-03,C1701,Microwave,Home,West,1,520.79,520.79
O101606,2023-12-16,C1140,Bicycle,Sports,South,1,276.87,276.87
O101607,2022-02-20,C1789,Perfume,Beauty,South,1,110.27,110.27
O101608,2022-11-20,C1033,Smartwatch,Electronics,South,2,315.36,630.72
O101609,2024-02-28,C2032,Treadmill,Sports,West,1,1098.77,1098.77
O101610,2022-05-21,C1197,Vacuum Cleaner,Home,South,4,659.41,2637.64
O101611,2023-04-15,C1079,Shampoo,Beauty,Central,3,112.79,338.37
O101612,2024-02-26,C1240,Treadmill,Sports,North,1,660.24,660.24
O101613,2024-08-21,C1266,Shampoo,Beauty,Central,1,3.85,3.85
O101614,2024-10-04,C1002,Dumbbells,Sports,West,1,520.32,520.32
O101615,2023-01-08,C1861,Treadmill,Sports,East,1,229.81,229.81
O101616,2023-05-09,C2085,Laptop,Electronics,West,2,344.51,689.02
O101617,2024-01-21,C1987,Air Purifier,Home,West,1,259.61,259.61
O101618,2022-10-18,C2179,Sneakers,Clothing,North,1,77.91,77.91
O101619,2022-04-16,C1274,Moisturizer,Beauty,East,1,113.24,113.24
O101620,2023-11-01,C1476,Shampoo,Beauty,North,1,41.03,41.03
O101621,2022-01-02,C2113,Jeans,Clothing,West,1,54.09,54.09
O101622,2023-08-12,C1387,T-Shirt,Clothing,North,1,57.72,57.72
O101623,2023-10-06,C2183,Smartphone,Electronics,Central,1,1320.61,1320.61
O101624,2022-03-31,C2064,Smartwatch,Electronics,North,1,256.22,256.22
O101625,2022-12-16,C1420,Perfume,Beauty,East,1,53.09,53.09
O101626,2024-11-28,C1741,Moisturizer,Beauty,North,2,6.26,12.52
O101627,2024-06-27,C1872,Vacuum Cleaner,Home,Central,2,45.03,90.06
O101628,2022-06-08,C1535,T-Shirt,Clothing,Central,5,25.9,129.5
O101629,2024-08-16,C2156,Moisturizer,Beauty,East,1,73.65,73.65
O101630,2022-11-08,C1564,Bicycle,Sports,West,2,141.48,282.96
O101631,2023-03-21,C1846,Mixer,Home,Central,1,676.18,676.18
O101632,2022-10-25,C1988,Dumbbells,Sports,South,1,607.71,607.71
O101633,2024-08-09,C2145,Sneakers,Clothing,Central,1,5.86,5.86
O101634,2022-02-05,C1519,Shampoo,Beauty,East,1,102.15,102.15
O101635,2023-07-13,C1705,Yoga Mat,Sports,West,1,138.86,138.86
O101636,2024-06-09,C1243,Vacuum Cleaner,Home,South,1,589.87,589.87
O101637,2022-05-21,C1331,Lipstick,Beauty,North,1,27.11,27.11
O101638,2024-06-05,C2041,Mixer,Home,West,1,643.65,643.65
O101639,2023-12-27,C2127,Jacket,Clothing,Central,1,104.56,104.56
O101640,2024-11-15,C1329,Laptop,Electronics,West,4,1158.11,4632.44
O101641,2023-06-05,C1186,Smartphone,Electronics,South,1,260.36,260.36
O101642,2022-01-10,C1891,Shampoo,Beauty,North,1,97.78,97.78
O101643,2024-09-10,C1538,Headphones,Electronics,South,2,401.17,802.34
O101644,2023-01-13,C1163,Sneakers,Clothing,Central,1,148.13,148.13
O101645,2023-11-13,C1787,Laptop,Electronics,West,1,489.27,489.27
O101646,2023-08-07,C2067,Bicycle,Sports,East,2,212.46,424.92
O101647,2022-06-01,C1117,Bicycle,Sports,South,3,930.43,2791.29
O101648,2023-12-21,C1899,Shampoo,Beauty,North,1,6.11,6.11
O101649,2024-12-08,C2061,Mixer,Home,East,1,194.98,194.98
O101650,2024-05-08,C1068,Mixer,Home,Central,1,634.42,634.42
O101651,2022-02-19,C2056,Treadmill,Sports,South,1,769.63,769.63
O101652,2023-10-26,C1347,Bicycle,Sports,North,2,1145.37,2290.74
O101653,2023-06-15,C1489,Sneakers,Clothing,North,1,121.53,121.53
O101654,2024-12-19,C1177,Microwave,Home,East,1,173.82,173.82
O101655,2024-05-06,C1723,Perfume,Beauty,West,1,67.29,67.29
O101656,2022-05-26,C1410,Perfume,Beauty,Central,1,74.1,74.1
O101657,2024-07-03,C1140,Smartphone,Electronics,North,1,471.44,471.44
O101658,2024-09-19,C1582,Dumbbells,Sports,Central,1,835.68,835.68
O101659,2022-08-30,C1712,Yoga Mat,Sports,East,1,827.97,827.97
